Created as New Dataset,Sample 059 By ir Date Thursday, May 07 2015
cm-1,A
1876.63,-0.0017
1876.50,-0.0017
1876.38,-0.0018
1876.25,-0.0019
1876.13,-0.0016
1876.00,-0.0015
1875.88,-0.0015
1875.75,-0.0016
1875.63,-0.0016
1875.50,-0.0017
1875.38,-0.0018
1875.25,-0.0019
1875.13,-0.0017
1875.00,-0.0017
1874.88,-0.0018
1874.75,-0.0019
1874.63,-0.0017
1874.50,-0.0015
1874.38,-0.0017
1874.25,-0.0019
1874.13,-0.0018
1874.00,-0.0016
1873.88,-0.0017
1873.75,-0.0018
1873.63,-0.0018
1873.50,-0.0017
1873.38,-0.0017
1873.25,-0.0017
1873.13,-0.0017
1873.00,-0.0018
1872.88,-0.0019
1872.75,-0.0019
1872.63,-0.0017
1872.50,-0.0015
1872.38,-0.0017
1872.25,-0.0019
1872.13,-0.0017
1872.00,-0.0015
1871.88,-0.0016
1871.75,-0.0017
1871.63,-0.0016
1871.50,-0.0014
1871.38,-0.0015
1871.25,-0.0017
1871.13,-0.0016
1871.00,-0.0015
1870.88,-0.0016
1870.75,-0.0016
1870.63,-0.0014
1870.50,-0.0013
1870.38,-0.0014
1870.25,-0.0014
1870.13,-0.0012
1870.00,-0.0010
1869.88,-0.0012
1869.75,-0.0015
1869.63,-0.0008
1869.50,-0.0005
1869.38,-0.0012
1869.25,-0.0014
1869.13,-0.0012
1869.00,-0.0012
1868.88,-0.0012
1868.75,-0.0012
1868.63,-0.0011
1868.50,-0.0014
1868.38,-0.0020
1868.25,-0.0022
1868.13,-0.0019
1868.00,-0.0017
1867.88,-0.0017
1867.75,-0.0017
1867.63,-0.0016
1867.50,-0.0015
1867.38,-0.0016
1867.25,-0.0017
1867.13,-0.0016
1867.00,-0.0016
1866.88,-0.0017
1866.75,-0.0019
1866.63,-0.0019
1866.50,-0.0019
1866.38,-0.0019
1866.25,-0.0018
1866.13,-0.0017
1866.00,-0.0017
1865.88,-0.0017
1865.75,-0.0017
1865.63,-0.0016
1865.50,-0.0015
1865.38,-0.0016
1865.25,-0.0018
1865.13,-0.0019
1865.00,-0.0018
1864.88,-0.0017
1864.75,-0.0018
1864.63,-0.0018
1864.50,-0.0016
1864.38,-0.0014
1864.25,-0.0015
1864.13,-0.0016
1864.00,-0.0017
1863.88,-0.0017
1863.75,-0.0017
1863.63,-0.0017
1863.50,-0.0016
1863.38,-0.0017
1863.25,-0.0017
1863.13,-0.0017
1863.00,-0.0016
1862.88,-0.0017
1862.75,-0.0018
1862.63,-0.0018
1862.50,-0.0017
1862.38,-0.0016
1862.25,-0.0016
1862.13,-0.0017
1862.00,-0.0017
1861.88,-0.0016
1861.75,-0.0016
1861.63,-0.0017
1861.50,-0.0017
1861.38,-0.0016
1861.25,-0.0015
1861.13,-0.0014
1861.00,-0.0015
1860.88,-0.0016
1860.75,-0.0016
1860.63,-0.0015
1860.50,-0.0015
1860.38,-0.0017
1860.25,-0.0018
1860.13,-0.0017
1860.00,-0.0015
1859.88,-0.0015
1859.75,-0.0016
1859.63,-0.0017
1859.50,-0.0017
1859.38,-0.0017
1859.25,-0.0017
1859.13,-0.0017
1859.00,-0.0015
1858.88,-0.0015
1858.75,-0.0016
1858.63,-0.0016
1858.50,-0.0016
1858.38,-0.0017
1858.25,-0.0017
1858.13,-0.0016
1858.00,-0.0016
1857.88,-0.0018
1857.75,-0.0020
1857.63,-0.0020
1857.50,-0.0018
1857.38,-0.0016
1857.25,-0.0016
1857.13,-0.0017
1857.00,-0.0017
1856.88,-0.0017
1856.75,-0.0017
1856.63,-0.0017
1856.50,-0.0016
1856.38,-0.0017
1856.25,-0.0018
1856.13,-0.0019
1856.00,-0.0018
1855.88,-0.0017
1855.75,-0.0017
1855.63,-0.0017
1855.50,-0.0016
1855.38,-0.0016
1855.25,-0.0016
1855.13,-0.0016
1855.00,-0.0016
1854.88,-0.0016
1854.75,-0.0017
1854.63,-0.0017
1854.50,-0.0017
1854.38,-0.0018
1854.25,-0.0018
1854.13,-0.0017
1854.00,-0.0016
1853.88,-0.0017
1853.75,-0.0018
1853.63,-0.0018
1853.50,-0.0016
1853.38,-0.0015
1853.25,-0.0017
1853.13,-0.0018
1853.00,-0.0018
1852.88,-0.0018
1852.75,-0.0017
1852.63,-0.0015
1852.50,-0.0015
1852.38,-0.0016
1852.25,-0.0017
1852.13,-0.0017
1852.00,-0.0016
1851.88,-0.0017
1851.75,-0.0017
1851.63,-0.0015
1851.50,-0.0015
1851.38,-0.0016
1851.25,-0.0018
1851.13,-0.0018
1851.00,-0.0017
1850.88,-0.0017
1850.75,-0.0018
1850.63,-0.0018
1850.50,-0.0016
1850.38,-0.0016
1850.25,-0.0016
1850.13,-0.0016
1850.00,-0.0017
1849.88,-0.0017
1849.75,-0.0018
1849.63,-0.0017
1849.50,-0.0016
1849.38,-0.0016
1849.25,-0.0016
1849.13,-0.0015
1849.00,-0.0014
1848.88,-0.0015
1848.75,-0.0016
1848.63,-0.0015
1848.50,-0.0013
1848.38,-0.0014
1848.25,-0.0017
1848.13,-0.0017
1848.00,-0.0015
1847.88,-0.0015
1847.75,-0.0016
1847.63,-0.0016
1847.50,-0.0015
1847.38,-0.0016
1847.25,-0.0016
1847.13,-0.0016
1847.00,-0.0016
1846.88,-0.0016
1846.75,-0.0016
1846.63,-0.0015
1846.50,-0.0015
1846.38,-0.0015
1846.25,-0.0016
1846.13,-0.0015
1846.00,-0.0013
1845.88,-0.0013
1845.75,-0.0014
1845.63,-0.0015
1845.50,-0.0014
1845.38,-0.0012
1845.25,-0.0010
1845.13,-0.0007
1845.00,-0.0005
1844.88,-0.0006
1844.75,-0.0009
1844.63,-0.0009
1844.50,0.0008
1844.38,0.0003
1844.25,-0.0011
1844.13,-0.0009
1844.00,-0.0006
1843.88,-0.0006
1843.75,-0.0008
1843.63,-0.0009
1843.50,-0.0011
1843.38,-0.0013
1843.25,-0.0015
1843.13,-0.0015
1843.00,-0.0014
1842.88,-0.0013
1842.75,-0.0013
1842.63,-0.0014
1842.50,-0.0014
1842.38,-0.0013
1842.25,-0.0013
1842.13,-0.0014
1842.00,-0.0015
1841.88,-0.0016
1841.75,-0.0017
1841.63,-0.0018
1841.50,-0.0017
1841.38,-0.0017
1841.25,-0.0016
1841.13,-0.0016
1841.00,-0.0016
1840.88,-0.0017
1840.75,-0.0018
1840.63,-0.0017
1840.50,-0.0017
1840.38,-0.0017
1840.25,-0.0018
1840.13,-0.0018
1840.00,-0.0017
1839.88,-0.0017
1839.75,-0.0017
1839.63,-0.0016
1839.50,-0.0015
1839.38,-0.0016
1839.25,-0.0017
1839.13,-0.0017
1839.00,-0.0016
1838.88,-0.0016
1838.75,-0.0017
1838.63,-0.0016
1838.50,-0.0015
1838.38,-0.0015
1838.25,-0.0016
1838.13,-0.0015
1838.00,-0.0014
1837.88,-0.0015
1837.75,-0.0017
1837.63,-0.0018
1837.50,-0.0019
1837.38,-0.0019
1837.25,-0.0019
1837.13,-0.0018
1837.00,-0.0017
1836.88,-0.0018
1836.75,-0.0019
1836.63,-0.0018
1836.50,-0.0017
1836.38,-0.0016
1836.25,-0.0016
1836.13,-0.0016
1836.00,-0.0016
1835.88,-0.0016
1835.75,-0.0016
1835.63,-0.0015
1835.50,-0.0015
1835.38,-0.0016
1835.25,-0.0018
1835.13,-0.0018
1835.00,-0.0017
1834.88,-0.0017
1834.75,-0.0018
1834.63,-0.0018
1834.50,-0.0017
1834.38,-0.0018
1834.25,-0.0018
1834.13,-0.0018
1834.00,-0.0016
1833.88,-0.0015
1833.75,-0.0015
1833.63,-0.0014
1833.50,-0.0013
1833.38,-0.0014
1833.25,-0.0015
1833.13,-0.0016
1833.00,-0.0016
1832.88,-0.0017
1832.75,-0.0018
1832.63,-0.0018
1832.50,-0.0016
1832.38,-0.0016
1832.25,-0.0017
1832.13,-0.0018
1832.00,-0.0017
1831.88,-0.0016
1831.75,-0.0015
1831.63,-0.0016
1831.50,-0.0015
1831.38,-0.0014
1831.25,-0.0014
1831.13,-0.0013
1831.00,-0.0011
1830.88,-0.0008
1830.75,-0.0008
1830.63,-0.0012
1830.50,-0.0015
1830.38,-0.0014
1830.25,-0.0017
1830.13,-0.0017
1830.00,-0.0012
1829.88,-0.0009
1829.75,-0.0012
1829.63,-0.0016
1829.50,-0.0019
1829.38,-0.0019
1829.25,-0.0019
1829.13,-0.0017
1829.00,-0.0015
1828.88,-0.0014
1828.75,-0.0015
1828.63,-0.0015
1828.50,-0.0014
1828.38,-0.0015
1828.25,-0.0016
1828.13,-0.0015
1828.00,-0.0015
1827.88,-0.0016
1827.75,-0.0017
1827.63,-0.0016
1827.50,-0.0015
1827.38,-0.0015
1827.25,-0.0017
1827.13,-0.0017
1827.00,-0.0015
1826.88,-0.0015
1826.75,-0.0015
1826.63,-0.0015
1826.50,-0.0014
1826.38,-0.0015
1826.25,-0.0015
1826.13,-0.0011
1826.00,-0.0007
1825.88,-0.0007
1825.75,-0.0011
1825.63,-0.0016
1825.50,-0.0015
1825.38,-0.0014
1825.25,-0.0016
1825.13,-0.0014
1825.00,-0.0013
1824.88,-0.0015
1824.75,-0.0016
1824.63,-0.0016
1824.50,-0.0014
1824.38,-0.0013
1824.25,-0.0012
1824.13,-0.0012
1824.00,-0.0014
1823.88,-0.0017
1823.75,-0.0018
1823.63,-0.0017
1823.50,-0.0015
1823.38,-0.0016
1823.25,-0.0017
1823.13,-0.0016
1823.00,-0.0015
1822.88,-0.0015
1822.75,-0.0015
1822.63,-0.0015
1822.50,-0.0014
1822.38,-0.0016
1822.25,-0.0018
1822.13,-0.0019
1822.00,-0.0018
1821.88,-0.0017
1821.75,-0.0016
1821.63,-0.0016
1821.50,-0.0016
1821.38,-0.0017
1821.25,-0.0016
1821.13,-0.0015
1821.00,-0.0016
1820.88,-0.0018
1820.75,-0.0019
1820.63,-0.0018
1820.50,-0.0016
1820.38,-0.0016
1820.25,-0.0016
1820.13,-0.0016
1820.00,-0.0017
1819.88,-0.0018
1819.75,-0.0018
1819.63,-0.0017
1819.50,-0.0017
1819.38,-0.0017
1819.25,-0.0018
1819.13,-0.0017
1819.00,-0.0017
1818.88,-0.0017
1818.75,-0.0017
1818.63,-0.0016
1818.50,-0.0016
1818.38,-0.0017
1818.25,-0.0017
1818.13,-0.0017
1818.00,-0.0014
1817.88,-0.0010
1817.75,-0.0007
1817.63,-0.0007
1817.50,-0.0011
1817.38,-0.0015
1817.25,-0.0017
1817.13,-0.0016
1817.00,-0.0016
1816.88,-0.0018
1816.75,-0.0019
1816.63,-0.0018
1816.50,-0.0016
1816.38,-0.0016
1816.25,-0.0017
1816.13,-0.0016
1816.00,-0.0016
1815.88,-0.0016
1815.75,-0.0017
1815.63,-0.0018
1815.50,-0.0016
1815.38,-0.0015
1815.25,-0.0016
1815.13,-0.0017
1815.00,-0.0018
1814.88,-0.0018
1814.75,-0.0018
1814.63,-0.0017
1814.50,-0.0017
1814.38,-0.0018
1814.25,-0.0019
1814.13,-0.0018
1814.00,-0.0015
1813.88,-0.0014
1813.75,-0.0016
1813.63,-0.0017
1813.50,-0.0016
1813.38,-0.0015
1813.25,-0.0016
1813.13,-0.0017
1813.00,-0.0016
1812.88,-0.0015
1812.75,-0.0015
1812.63,-0.0015
1812.50,-0.0016
1812.38,-0.0016
1812.25,-0.0016
1812.13,-0.0015
1812.00,-0.0014
1811.88,-0.0015
1811.75,-0.0015
1811.63,-0.0014
1811.50,-0.0012
1811.38,-0.0011
1811.25,-0.0014
1811.13,-0.0020
1811.00,-0.0024
1810.88,-0.0023
1810.75,-0.0021
1810.63,-0.0019
1810.50,-0.0017
1810.38,-0.0015
1810.25,-0.0014
1810.13,-0.0015
1810.00,-0.0017
1809.88,-0.0018
1809.75,-0.0017
1809.63,-0.0015
1809.50,-0.0015
1809.38,-0.0017
1809.25,-0.0019
1809.13,-0.0016
1809.00,-0.0013
1808.88,-0.0014
1808.75,-0.0016
1808.63,-0.0016
1808.50,-0.0016
1808.38,-0.0016
1808.25,-0.0016
1808.13,-0.0015
1808.00,-0.0014
1807.88,-0.0014
1807.75,-0.0016
1807.63,-0.0016
1807.50,-0.0016
1807.38,-0.0015
1807.25,-0.0015
1807.13,-0.0016
1807.00,-0.0017
1806.88,-0.0019
1806.75,-0.0019
1806.63,-0.0017
1806.50,-0.0015
1806.38,-0.0015
1806.25,-0.0016
1806.13,-0.0018
1806.00,-0.0018
1805.88,-0.0018
1805.75,-0.0017
1805.63,-0.0017
1805.50,-0.0017
1805.38,-0.0018
1805.25,-0.0018
1805.13,-0.0016
1805.00,-0.0016
1804.88,-0.0017
1804.75,-0.0017
1804.63,-0.0016
1804.50,-0.0015
1804.38,-0.0016
1804.25,-0.0017
1804.13,-0.0016
1804.00,-0.0015
1803.88,-0.0016
1803.75,-0.0018
1803.63,-0.0017
1803.50,-0.0016
1803.38,-0.0014
1803.25,-0.0013
1803.13,-0.0013
1803.00,-0.0013
1802.88,-0.0012
1802.75,-0.0007
1802.63,-0.0006
1802.50,-0.0010
1802.38,-0.0013
1802.25,-0.0013
1802.13,-0.0011
1802.00,-0.0011
1801.88,-0.0010
1801.75,-0.0005
1801.63,0.0001
1801.50,0.0001
1801.38,-0.0007
1801.25,-0.0014
1801.13,-0.0017
1801.00,-0.0015
1800.88,-0.0015
1800.75,-0.0015
1800.63,-0.0015
1800.50,-0.0012
1800.38,-0.0011
1800.25,-0.0013
1800.13,-0.0017
1800.00,-0.0024
1799.88,-0.0024
1799.75,-0.0022
1799.63,-0.0020
1799.50,-0.0016
1799.38,-0.0014
1799.25,-0.0014
1799.13,-0.0015
1799.00,-0.0017
1798.88,-0.0017
1798.75,-0.0016
1798.63,-0.0015
1798.50,-0.0015
1798.38,-0.0015
1798.25,-0.0016
1798.13,-0.0016
1798.00,-0.0016
1797.88,-0.0017
1797.75,-0.0017
1797.63,-0.0016
1797.50,-0.0015
1797.38,-0.0016
1797.25,-0.0017
1797.13,-0.0016
1797.00,-0.0015
1796.88,-0.0014
1796.75,-0.0013
1796.63,-0.0013
1796.50,-0.0014
1796.38,-0.0015
1796.25,-0.0016
1796.13,-0.0015
1796.00,-0.0015
1795.88,-0.0016
1795.75,-0.0017
1795.63,-0.0017
1795.50,-0.0016
1795.38,-0.0015
1795.25,-0.0015
1795.13,-0.0014
1795.00,-0.0014
1794.88,-0.0015
1794.75,-0.0016
1794.63,-0.0016
1794.50,-0.0016
1794.38,-0.0014
1794.25,-0.0013
1794.13,-0.0012
1794.00,-0.0013
1793.88,-0.0013
1793.75,-0.0011
1793.63,-0.0008
1793.50,-0.0005
1793.38,-0.0003
1793.25,-0.0003
1793.13,-0.0007
1793.00,-0.0011
1792.88,-0.0011
1792.75,-0.0015
1792.63,-0.0012
1792.50,-0.0006
1792.38,-0.0007
1792.25,-0.0009
1792.13,-0.0010
1792.00,-0.0009
1791.88,-0.0008
1791.75,-0.0007
1791.63,-0.0007
1791.50,-0.0011
1791.38,-0.0015
1791.25,-0.0010
1791.13,-0.0003
1791.00,-0.0007
1790.88,-0.0013
1790.75,-0.0014
1790.63,-0.0013
1790.50,-0.0013
1790.38,-0.0015
1790.25,-0.0016
1790.13,-0.0015
1790.00,-0.0014
1789.88,-0.0015
1789.75,-0.0017
1789.63,-0.0017
1789.50,-0.0016
1789.38,-0.0015
1789.25,-0.0016
1789.13,-0.0016
1789.00,-0.0017
1788.88,-0.0016
1788.75,-0.0015
1788.63,-0.0014
1788.50,-0.0014
1788.38,-0.0017
1788.25,-0.0018
1788.13,-0.0017
1788.00,-0.0015
1787.88,-0.0015
1787.75,-0.0017
1787.63,-0.0017
1787.50,-0.0016
1787.38,-0.0016
1787.25,-0.0017
1787.13,-0.0017
1787.00,-0.0017
1786.88,-0.0018
1786.75,-0.0018
1786.63,-0.0017
1786.50,-0.0015
1786.38,-0.0015
1786.25,-0.0015
1786.13,-0.0015
1786.00,-0.0015
1785.88,-0.0015
1785.75,-0.0013
1785.63,-0.0010
1785.50,-0.0004
1785.38,0.0004
1785.25,0.0013
1785.13,0.0013
1785.00,0.0000
1784.88,-0.0010
1784.75,-0.0013
1784.63,-0.0013
1784.50,-0.0014
1784.38,-0.0016
1784.25,-0.0016
1784.13,-0.0015
1784.00,-0.0015
1783.88,-0.0016
1783.75,-0.0017
1783.63,-0.0017
1783.50,-0.0016
1783.38,-0.0015
1783.25,-0.0016
1783.13,-0.0016
1783.00,-0.0014
1782.88,-0.0014
1782.75,-0.0016
1782.63,-0.0018
1782.50,-0.0017
1782.38,-0.0014
1782.25,-0.0012
1782.13,-0.0013
1782.00,-0.0015
1781.88,-0.0018
1781.75,-0.0018
1781.63,-0.0014
1781.50,-0.0010
1781.38,-0.0011
1781.25,-0.0015
1781.13,-0.0021
1781.00,-0.0023
1780.88,-0.0023
1780.75,-0.0022
1780.63,-0.0020
1780.50,-0.0017
1780.38,-0.0016
1780.25,-0.0016
1780.13,-0.0016
1780.00,-0.0015
1779.88,-0.0014
1779.75,-0.0014
1779.63,-0.0014
1779.50,-0.0015
1779.38,-0.0016
1779.25,-0.0016
1779.13,-0.0015
1779.00,-0.0014
1778.88,-0.0015
1778.75,-0.0017
1778.63,-0.0017
1778.50,-0.0016
1778.38,-0.0016
1778.25,-0.0016
1778.13,-0.0016
1778.00,-0.0016
1777.88,-0.0017
1777.75,-0.0017
1777.63,-0.0016
1777.50,-0.0015
1777.38,-0.0016
1777.25,-0.0018
1777.13,-0.0018
1777.00,-0.0017
1776.88,-0.0018
1776.75,-0.0019
1776.63,-0.0017
1776.50,-0.0013
1776.38,-0.0012
1776.25,-0.0015
1776.13,-0.0018
1776.00,-0.0017
1775.88,-0.0014
1775.75,-0.0013
1775.63,-0.0013
1775.50,-0.0013
1775.38,-0.0013
1775.25,-0.0015
1775.13,-0.0014
1775.00,-0.0013
1774.88,-0.0013
1774.75,-0.0014
1774.63,-0.0014
1774.50,-0.0014
1774.38,-0.0014
1774.25,-0.0015
1774.13,-0.0013
1774.00,-0.0010
1773.88,-0.0009
1773.75,-0.0010
1773.63,-0.0008
1773.50,-0.0001
1773.38,0.0006
1773.25,0.0007
1773.13,0.0003
1773.00,0.0016
1772.88,0.0009
1772.75,-0.0009
1772.63,-0.0003
1772.50,0.0002
1772.38,-0.0002
1772.25,-0.0006
1772.13,-0.0005
1772.00,-0.0003
1771.88,-0.0006
1771.75,-0.0015
1771.63,-0.0022
1771.50,-0.0021
1771.38,-0.0020
1771.25,-0.0018
1771.13,-0.0014
1771.00,-0.0010
1770.88,-0.0010
1770.75,-0.0012
1770.63,-0.0013
1770.50,-0.0014
1770.38,-0.0016
1770.25,-0.0017
1770.13,-0.0016
1770.00,-0.0014
1769.88,-0.0013
1769.75,-0.0014
1769.63,-0.0014
1769.50,-0.0013
1769.38,-0.0012
1769.25,-0.0012
1769.13,-0.0011
1769.00,-0.0007
1768.88,-0.0003
1768.75,0.0004
1768.63,0.0016
1768.50,0.0037
1768.38,0.0045
1768.25,0.0023
1768.13,0.0002
1768.00,-0.0005
1767.88,-0.0010
1767.75,-0.0012
1767.63,-0.0012
1767.50,-0.0012
1767.38,-0.0014
1767.25,-0.0015
1767.13,-0.0014
1767.00,-0.0013
1766.88,-0.0014
1766.75,-0.0016
1766.63,-0.0017
1766.50,-0.0017
1766.38,-0.0015
1766.25,-0.0015
1766.13,-0.0015
1766.00,-0.0016
1765.88,-0.0016
1765.75,-0.0016
1765.63,-0.0016
1765.50,-0.0016
1765.38,-0.0017
1765.25,-0.0015
1765.13,-0.0013
1765.00,-0.0012
1764.88,-0.0014
1764.75,-0.0017
1764.63,-0.0016
1764.50,-0.0014
1764.38,-0.0014
1764.25,-0.0015
1764.13,-0.0016
1764.00,-0.0015
1763.88,-0.0014
1763.75,-0.0015
1763.63,-0.0016
1763.50,-0.0016
1763.38,-0.0015
1763.25,-0.0014
1763.13,-0.0012
1763.00,-0.0011
1762.88,-0.0011
1762.75,-0.0011
1762.63,-0.0007
1762.50,-0.0004
1762.38,-0.0004
1762.25,-0.0009
1762.13,-0.0004
1762.00,0.0002
1761.88,-0.0006
1761.75,-0.0008
1761.63,-0.0007
1761.50,-0.0009
1761.38,-0.0010
1761.25,-0.0011
1761.13,-0.0011
1761.00,-0.0011
1760.88,-0.0013
1760.75,-0.0015
1760.63,-0.0016
1760.50,-0.0016
1760.38,-0.0017
1760.25,-0.0017
1760.13,-0.0016
1760.00,-0.0016
1759.88,-0.0016
1759.75,-0.0016
1759.63,-0.0014
1759.50,-0.0013
1759.38,-0.0014
1759.25,-0.0017
1759.13,-0.0019
1759.00,-0.0017
1758.88,-0.0015
1758.75,-0.0015
1758.63,-0.0016
1758.50,-0.0017
1758.38,-0.0017
1758.25,-0.0017
1758.13,-0.0016
1758.00,-0.0015
1757.88,-0.0014
1757.75,-0.0014
1757.63,-0.0012
1757.50,-0.0010
1757.38,-0.0008
1757.25,-0.0009
1757.13,-0.0007
1757.00,-0.0006
1756.88,-0.0012
1756.75,-0.0013
1756.63,-0.0011
1756.50,-0.0011
1756.38,-0.0012
1756.25,-0.0014
1756.13,-0.0015
1756.00,-0.0016
1755.88,-0.0017
1755.75,-0.0017
1755.63,-0.0016
1755.50,-0.0015
1755.38,-0.0015
1755.25,-0.0016
1755.13,-0.0017
1755.00,-0.0016
1754.88,-0.0015
1754.75,-0.0015
1754.63,-0.0016
1754.50,-0.0019
1754.38,-0.0019
1754.25,-0.0017
1754.13,-0.0016
1754.00,-0.0017
1753.88,-0.0018
1753.75,-0.0018
1753.63,-0.0017
1753.50,-0.0017
1753.38,-0.0017
1753.25,-0.0017
1753.13,-0.0015
1753.00,-0.0014
1752.88,-0.0015
1752.75,-0.0016
1752.63,-0.0016
1752.50,-0.0014
1752.38,-0.0011
1752.25,-0.0006
1752.13,-0.0000
1752.00,0.0008
1751.88,0.0019
1751.75,0.0039
1751.63,0.0046
1751.50,0.0028
1751.38,0.0017
1751.25,0.0016
1751.13,0.0008
1751.00,-0.0004
1750.88,-0.0009
1750.75,-0.0010
1750.63,-0.0012
1750.50,-0.0014
1750.38,-0.0014
1750.25,-0.0014
1750.13,-0.0016
1750.00,-0.0018
1749.88,-0.0017
1749.75,-0.0016
1749.63,-0.0015
1749.50,-0.0014
1749.38,-0.0013
1749.25,-0.0014
1749.13,-0.0019
1749.00,-0.0024
1748.88,-0.0024
1748.75,-0.0022
1748.63,-0.0020
1748.50,-0.0016
1748.38,-0.0014
1748.25,-0.0016
1748.13,-0.0018
1748.00,-0.0017
1747.88,-0.0015
1747.75,-0.0017
1747.63,-0.0020
1747.50,-0.0022
1747.38,-0.0022
1747.25,-0.0021
1747.13,-0.0021
1747.00,-0.0021
1746.88,-0.0020
1746.75,-0.0018
1746.63,-0.0017
1746.50,-0.0018
1746.38,-0.0020
1746.25,-0.0021
1746.13,-0.0021
1746.00,-0.0020
1745.88,-0.0021
1745.75,-0.0022
1745.63,-0.0022
1745.50,-0.0020
1745.38,-0.0017
1745.25,-0.0016
1745.13,-0.0017
1745.00,-0.0019
1744.88,-0.0020
1744.75,-0.0020
1744.63,-0.0019
1744.50,-0.0018
1744.38,-0.0018
1744.25,-0.0018
1744.13,-0.0019
1744.00,-0.0020
1743.88,-0.0020
1743.75,-0.0020
1743.63,-0.0020
1743.50,-0.0021
1743.38,-0.0022
1743.25,-0.0022
1743.13,-0.0022
1743.00,-0.0021
1742.88,-0.0020
1742.75,-0.0020
1742.63,-0.0019
1742.50,-0.0020
1742.38,-0.0021
1742.25,-0.0020
1742.13,-0.0018
1742.00,-0.0018
1741.88,-0.0020
1741.75,-0.0022
1741.63,-0.0022
1741.50,-0.0020
1741.38,-0.0021
1741.25,-0.0021
1741.13,-0.0019
1741.00,-0.0016
1740.88,-0.0015
1740.75,-0.0014
1740.63,-0.0009
1740.50,-0.0005
1740.38,-0.0006
1740.25,-0.0020
1740.13,-0.0028
1740.00,-0.0027
1739.88,-0.0027
1739.75,-0.0021
1739.63,-0.0014
1739.50,-0.0013
1739.38,-0.0015
1739.25,-0.0018
1739.13,-0.0018
1739.00,-0.0018
1738.88,-0.0020
1738.75,-0.0021
1738.63,-0.0022
1738.50,-0.0021
1738.38,-0.0021
1738.25,-0.0022
1738.13,-0.0023
1738.00,-0.0024
1737.88,-0.0024
1737.75,-0.0022
1737.63,-0.0021
1737.50,-0.0020
1737.38,-0.0021
1737.25,-0.0021
1737.13,-0.0020
1737.00,-0.0019
1736.88,-0.0021
1736.75,-0.0022
1736.63,-0.0022
1736.50,-0.0019
1736.38,-0.0017
1736.25,-0.0016
1736.13,-0.0015
1736.00,-0.0016
1735.88,-0.0015
1735.75,-0.0013
1735.63,-0.0008
1735.50,-0.0003
1735.38,0.0005
1735.25,0.0010
1735.13,0.0014
1735.00,0.0002
1734.88,-0.0005
1734.75,0.0006
1734.63,0.0008
1734.50,0.0008
1734.38,0.0010
1734.25,0.0008
1734.13,0.0012
1734.00,0.0021
1733.88,0.0028
1733.75,0.0039
1733.63,0.0055
1733.50,0.0027
1733.38,0.0004
1733.25,0.0004
1733.13,-0.0003
1733.00,-0.0009
1732.88,-0.0013
1732.75,-0.0013
1732.63,-0.0015
1732.50,-0.0018
1732.38,-0.0018
1732.25,-0.0018
1732.13,-0.0018
1732.00,-0.0019
1731.88,-0.0020
1731.75,-0.0021
1731.63,-0.0022
1731.50,-0.0022
1731.38,-0.0020
1731.25,-0.0019
1731.13,-0.0020
1731.00,-0.0021
1730.88,-0.0021
1730.75,-0.0019
1730.63,-0.0019
1730.50,-0.0023
1730.38,-0.0028
1730.25,-0.0030
1730.13,-0.0026
1730.00,-0.0021
1729.88,-0.0019
1729.75,-0.0020
1729.63,-0.0020
1729.50,-0.0019
1729.38,-0.0019
1729.25,-0.0021
1729.13,-0.0021
1729.00,-0.0021
1728.88,-0.0020
1728.75,-0.0020
1728.63,-0.0021
1728.50,-0.0022
1728.38,-0.0023
1728.25,-0.0022
1728.13,-0.0021
1728.00,-0.0020
1727.88,-0.0021
1727.75,-0.0021
1727.63,-0.0021
1727.50,-0.0020
1727.38,-0.0020
1727.25,-0.0022
1727.13,-0.0022
1727.00,-0.0022
1726.88,-0.0023
1726.75,-0.0024
1726.63,-0.0024
1726.50,-0.0022
1726.38,-0.0019
1726.25,-0.0019
1726.13,-0.0021
1726.00,-0.0023
1725.88,-0.0023
1725.75,-0.0021
1725.63,-0.0019
1725.50,-0.0019
1725.38,-0.0021
1725.25,-0.0022
1725.13,-0.0021
1725.00,-0.0020
1724.88,-0.0020
1724.75,-0.0021
1724.63,-0.0022
1724.50,-0.0022
1724.38,-0.0021
1724.25,-0.0020
1724.13,-0.0020
1724.00,-0.0021
1723.88,-0.0022
1723.75,-0.0024
1723.63,-0.0024
1723.50,-0.0023
1723.38,-0.0022
1723.25,-0.0021
1723.13,-0.0020
1723.00,-0.0020
1722.88,-0.0021
1722.75,-0.0021
1722.63,-0.0021
1722.50,-0.0019
1722.38,-0.0018
1722.25,-0.0019
1722.13,-0.0021
1722.00,-0.0021
1721.88,-0.0020
1721.75,-0.0020
1721.63,-0.0021
1721.50,-0.0021
1721.38,-0.0021
1721.25,-0.0021
1721.13,-0.0021
1721.00,-0.0021
1720.88,-0.0021
1720.75,-0.0021
1720.63,-0.0020
1720.50,-0.0019
1720.38,-0.0018
1720.25,-0.0018
1720.13,-0.0017
1720.00,-0.0017
1719.88,-0.0016
1719.75,-0.0016
1719.63,-0.0014
1719.50,-0.0011
1719.38,-0.0007
1719.25,-0.0009
1719.13,-0.0019
1719.00,-0.0033
1718.88,-0.0035
1718.75,-0.0030
1718.63,-0.0019
1718.50,-0.0004
1718.38,0.0002
1718.25,0.0006
1718.13,0.0015
1718.00,0.0028
1717.88,0.0037
1717.75,0.0053
1717.63,0.0067
1717.50,0.0025
